Ticker,Close Price,Zone Distance,Zone Date,Entry Price,Stop Loss,Zone Type,Time Frame,OHLC Data
SUZLON,79.95,285.3658536585366,2023-08-14 00:00:00,20.5,19.3,RBR,1wk,"[{'Date': '2023-06-12 00:00:00', 'Open': 14.15, 'High': 15.75, 'Low': 14.0, 'Close': 14.75, 'Adj Close': 14.75, 'Volume': 1535404897, 'previous_close': 14.0, 'tr1': 1.75, 'tr2': 1.75, 'tr3': 0.0, 'TR': 1.75, 'ATR': 1.23, 'Range': 1.75, 'Body': 0.6}, {'Date': '2023-06-19 00:00:00', 'Open': 14.95, 'High': 15.05, 'Low': 13.25, 'Close': 13.85, 'Adj Close': 13.85, 'Volume': 778629376, 'previous_close': 14.75, 'tr1': 1.8000000000000007, 'tr2': 0.3000000000000007, 'tr3': 1.5, 'TR': 1.8000000000000007, 'ATR': 1.27, 'Range': 1.8, 'Body': 1.1}, {'Date': '2023-06-26 00:00:00', 'Open': 13.95, 'High': 15.65, 'Low': 13.65, 'Close': 15.3, 'Adj Close': 15.3, 'Volume': 639399021, 'previous_close': 13.85, 'tr1': 2.0, 'tr2': 1.8000000000000007, 'tr3': 0.1999999999999993, 'TR': 2.0, 'ATR': 1.32, 'Range': 2.0, 'Body': 1.35}, {'Date': '2023-07-03 00:00:00', 'Open': 15.75, 'High': 18.45, 'Low': 15.75, 'Close': 17.85, 'Adj Close': 17.85, 'Volume': 2039206243, 'previous_close': 15.3, 'tr1': 2.6999999999999993, 'tr2': 3.1499999999999986, 'tr3': 0.4499999999999993, 'TR': 3.1499999999999986, 'ATR': 1.45, 'Range': 2.7, 'Body': 2.1}, {'Date': '2023-07-10 00:00:00', 'Open': 18.05, 'High': 18.55, 'Low': 17.05, 'Close': 17.7, 'Adj Close': 17.7, 'Volume': 944647790, 'previous_close': 17.85, 'tr1': 1.5, 'tr2': 0.6999999999999993, 'tr3': 0.8000000000000007, 'TR': 1.5, 'ATR': 1.45, 'Range': 1.5, 'Body': 0.35}, {'Date': '2023-07-17 00:00:00', 'Open': 18.25, 'High': 19.6, 'Low': 17.8, 'Close': 19.6, 'Adj Close': 19.6, 'Volume': 596159194, 'previous_close': 17.7, 'tr1': 1.8000000000000007, 'tr2': 1.9000000000000021, 'tr3': 0.10000000000000142, 'TR': 1.9000000000000021, 'ATR': 1.49, 'Range': 1.8, 'Body': 1.35}, {'Date': '2023-07-24 00:00:00', 'Open': 20.55, 'High': 20.8, 'Low': 17.45, 'Close': 18.05, 'Adj Close': 18.05, 'Volume': 1183899267, 'previous_close': 19.6, 'tr1': 3.3500000000000014, 'tr2': 1.1999999999999993, 'tr3': 2.150000000000002, 'TR': 3.3500000000000014, 'ATR': 1.62, 'Range': 3.35, 'Body': 2.5}, {'Date': '2023-07-31 00:00:00', 'Open': 18.2, 'High': 19.85, 'Low': 17.7, 'Close': 18.4, 'Adj Close': 18.4, 'Volume': 884779714, 'previous_close': 18.05, 'tr1': 2.150000000000002, 'tr2': 1.8000000000000007, 'tr3': 0.3500000000000014, 'TR': 2.150000000000002, 'ATR': 1.66, 'Range': 2.15, 'Body': 0.2}, {'Date': '2023-08-07 00:00:00', 'Open': 18.6, 'High': 21.25, 'Low': 18.25, 'Close': 20.2, 'Adj Close': 20.2, 'Volume': 823211061, 'previous_close': 18.4, 'tr1': 3.0, 'tr2': 2.8500000000000014, 'tr3': 0.14999999999999858, 'TR': 3.0, 'ATR': 1.75, 'Range': 3.0, 'Body': 1.6}, {'Date': '2023-08-14 00:00:00', 'Open': 19.55, 'High': 20.5, 'Low': 19.3, 'Close': 19.8, 'Adj Close': 19.8, 'Volume': 377372317, 'previous_close': 20.2, 'tr1': 1.1999999999999993, 'tr2': 0.3000000000000007, 'tr3': 0.8999999999999986, 'TR': 1.1999999999999993, 'ATR': 1.71, 'Range': 1.2, 'Body': 0.25}, {'Date': '2023-08-21 00:00:00', 'Open': 20.1, 'High': 22.85, 'Low': 19.8, 'Close': 22.4, 'Adj Close': 22.4, 'Volume': 902399557, 'previous_close': 19.8, 'tr1': 3.0500000000000007, 'tr2': 3.0500000000000007, 'tr3': 0.0, 'TR': 3.0500000000000007, 'ATR': 1.81, 'Range': 3.05, 'Body': 2.3}, {'Date': '2023-08-28 00:00:00', 'Open': 23.4, 'High': 27.05, 'Low': 23.25, 'Close': 25.0, 'Adj Close': 25.0, 'Volume': 1107745283, 'previous_close': 22.4, 'tr1': 3.8000000000000007, 'tr2': 4.650000000000002, 'tr3': 0.8500000000000014, 'TR': 4.650000000000002, 'ATR': 2.01, 'Range': 3.8, 'Body': 1.6}, {'Date': '2023-09-04 00:00:00', 'Open': 25.45, 'High': 25.7, 'Low': 23.4, 'Close': 24.05, 'Adj Close': 24.05, 'Volume': 687312930, 'previous_close': 25.0, 'tr1': 2.3000000000000007, 'tr2': 0.6999999999999993, 'tr3': 1.6000000000000014, 'TR': 2.3000000000000007, 'ATR': 2.03, 'Range': 2.3, 'Body': 1.4}, {'Date': '2023-09-11 00:00:00', 'Open': 24.3, 'High': 24.4, 'Low': 21.7, 'Close': 24.2, 'Adj Close': 24.2, 'Volume': 879734734, 'previous_close': 24.05, 'tr1': 2.6999999999999993, 'tr2': 0.34999999999999787, 'tr3': 2.3500000000000014, 'TR': 2.6999999999999993, 'ATR': 2.08, 'Range': 2.7, 'Body': 0.1}, {'Date': '2023-09-18 00:00:00', 'Open': 24.7, 'High': 26.25, 'Low': 24.5, 'Close': 25.05, 'Adj Close': 25.05, 'Volume': 570402809, 'previous_close': 24.2, 'tr1': 1.75, 'tr2': 2.0500000000000007, 'tr3': 0.3000000000000007, 'TR': 2.0500000000000007, 'ATR': 2.08, 'Range': 1.75, 'Body': 0.35}, {'Date': '2023-09-25 00:00:00', 'Open': 25.75, 'High': 26.4, 'Low': 24.95, 'Close': 25.8, 'Adj Close': 25.8, 'Volume': 428830981, 'previous_close': 25.05, 'tr1': 1.4499999999999993, 'tr2': 1.3499999999999979, 'tr3': 0.10000000000000142, 'TR': 1.4499999999999993, 'ATR': 2.03, 'Range': 1.45, 'Body': 0.05}, {'Date': '2023-10-02 00:00:00', 'Open': 25.8, 'High': 29.8, 'Low': 25.75, 'Close': 29.1, 'Adj Close': 29.1, 'Volume': 1121463959, 'previous_close': 25.8, 'tr1': 4.050000000000001, 'tr2': 4.0, 'tr3': 0.05000000000000071, 'TR': 4.050000000000001, 'ATR': 2.18, 'Range': 4.05, 'Body': 3.3}, {'Date': '2023-10-09 00:00:00', 'Open': 28.2, 'High': 28.6, 'Low': 26.3, 'Close': 26.8, 'Adj Close': 26.8, 'Volume': 386617523, 'previous_close': 29.1, 'tr1': 2.3000000000000007, 'tr2': 0.5, 'tr3': 2.8000000000000007, 'TR': 2.8000000000000007, 'ATR': 2.22, 'Range': 2.3, 'Body': 1.4}, {'Date': '2023-10-16 00:00:00', 'Open': 27.6, 'High': 33.15, 'Low': 27.05, 'Close': 32.5, 'Adj Close': 32.5, 'Volume': 825129088, 'previous_close': 26.8, 'tr1': 6.099999999999998, 'tr2': 6.349999999999998, 'tr3': 0.25, 'TR': 6.349999999999998, 'ATR': 2.52, 'Range': 6.1, 'Body': 4.9}, {'Date': '2023-10-23 00:00:00', 'Open': 33.25, 'High': 34.1, 'Low': 30.3, 'Close': 32.1, 'Adj Close': 32.1, 'Volume': 408358231, 'previous_close': 32.5, 'tr1': 3.8000000000000007, 'tr2': 1.6000000000000014, 'tr3': 2.1999999999999993, 'TR': 3.8000000000000007, 'ATR': 2.61, 'Range': 3.8, 'Body': 1.15}, {'Date': '2023-10-30 00:00:00', 'Open': 32.7, 'High': 34.25, 'Low': 30.0, 'Close': 34.25, 'Adj Close': 34.25, 'Volume': 260690144, 'previous_close': 32.1, 'tr1': 4.25, 'tr2': 2.1499999999999986, 'tr3': 2.1000000000000014, 'TR': 4.25, 'ATR': 2.73, 'Range': 4.25, 'Body': 1.55}, {'Date': '2023-11-06 00:00:00', 'Open': 35.95, 'High': 39.2, 'Low': 35.0, 'Close': 37.9, 'Adj Close': 37.9, 'Volume': 370008599, 'previous_close': 34.25, 'tr1': 4.200000000000003, 'tr2': 4.950000000000003, 'tr3': 0.75, 'TR': 4.950000000000003, 'ATR': 2.88, 'Range': 4.2, 'Body': 1.95}, {'Date': '2023-11-13 00:00:00', 'Open': 38.6, 'High': 44.0, 'Low': 37.8, 'Close': 42.3, 'Adj Close': 42.3, 'Volume': 466092336, 'previous_close': 37.9, 'tr1': 6.200000000000003, 'tr2': 6.100000000000001, 'tr3': 0.10000000000000142, 'TR': 6.200000000000003, 'ATR': 3.12, 'Range': 6.2, 'Body': 3.7}, {'Date': '2023-11-20 00:00:00', 'Open': 42.5, 'High': 43.0, 'Low': 35.5, 'Close': 40.6, 'Adj Close': 40.6, 'Volume': 504326000, 'previous_close': 42.3, 'tr1': 7.5, 'tr2': 0.7000000000000028, 'tr3': 6.799999999999997, 'TR': 7.5, 'ATR': 3.43, 'Range': 7.5, 'Body': 1.9}, {'Date': '2023-11-27 00:00:00', 'Open': 40.6, 'High': 41.7, 'Low': 37.6, 'Close': 39.4, 'Adj Close': 39.4, 'Volume': 1089612066, 'previous_close': 40.6, 'tr1': 4.100000000000001, 'tr2': 1.1000000000000014, 'tr3': 3.0, 'TR': 4.100000000000001, 'ATR': 3.48, 'Range': 4.1, 'Body': 1.2}]"
ZENSARTECH,797.6,100.25125628140702,2023-07-12 15:15:00,398.0,396.1,RBR,2h,"[{'Datetime': '2023-07-10 13:15:00', 'Open': 383.5, 'High': 384.95, 'Low': 382.4, 'Close': 383.85, 'Adj Close': 383.85, 'previous_close': 383.55, 'tr1': 2.5500000000000114, 'tr2': 1.3999999999999773, 'tr3': 1.150000000000034, 'TR': 2.5500000000000114, 'ATR': 4.7, 'Range': 2.55, 'Body': 0.35}, {'Datetime': '2023-07-10 15:15:00', 'Open': 383.85, 'High': 384.0, 'Low': 383.3, 'Close': 383.65, 'Adj Close': 383.65, 'previous_close': 383.85, 'tr1': 0.6999999999999886, 'tr2': 0.14999999999997726, 'tr3': 0.5500000000000114, 'TR': 0.6999999999999886, 'ATR': 4.42, 'Range': 0.7, 'Body': 0.2}, {'Datetime': '2023-07-11 09:15:00', 'Open': 384.85, 'High': 393.8, 'Low': 384.7, 'Close': 388.15, 'Adj Close': 388.15, 'previous_close': 383.65, 'tr1': 9.100000000000023, 'tr2': 10.150000000000034, 'tr3': 1.0500000000000114, 'TR': 10.150000000000034, 'ATR': 4.83, 'Range': 9.1, 'Body': 3.3}, {'Datetime': '2023-07-11 11:15:00', 'Open': 388.35, 'High': 388.4, 'Low': 383.95, 'Close': 384.8, 'Adj Close': 384.8, 'previous_close': 388.15, 'tr1': 4.449999999999989, 'tr2': 0.25, 'tr3': 4.199999999999989, 'TR': 4.449999999999989, 'ATR': 4.8, 'Range': 4.45, 'Body': 3.55}, {'Datetime': '2023-07-11 13:15:00', 'Open': 384.85, 'High': 388.6, 'Low': 383.95, 'Close': 387.45, 'Adj Close': 387.45, 'previous_close': 384.8, 'tr1': 4.650000000000034, 'tr2': 3.8000000000000114, 'tr3': 0.8500000000000227, 'TR': 4.650000000000034, 'ATR': 4.79, 'Range': 4.65, 'Body': 2.6}, {'Datetime': '2023-07-11 15:15:00', 'Open': 387.5, 'High': 389.0, 'Low': 386.95, 'Close': 388.5, 'Adj Close': 388.5, 'previous_close': 387.45, 'tr1': 2.0500000000000114, 'tr2': 1.5500000000000114, 'tr3': 0.5, 'TR': 2.0500000000000114, 'ATR': 4.59, 'Range': 2.05, 'Body': 1.0}, {'Datetime': '2023-07-12 09:15:00', 'Open': 385.8, 'High': 392.0, 'Low': 383.0, 'Close': 391.3, 'Adj Close': 391.3, 'previous_close': 388.5, 'tr1': 9.0, 'tr2': 3.5, 'tr3': 5.5, 'TR': 9.0, 'ATR': 4.91, 'Range': 9.0, 'Body': 5.5}, {'Datetime': '2023-07-12 11:15:00', 'Open': 391.2, 'High': 393.0, 'Low': 390.35, 'Close': 392.4, 'Adj Close': 392.4, 'previous_close': 391.3, 'tr1': 2.6499999999999773, 'tr2': 1.6999999999999886, 'tr3': 0.9499999999999886, 'TR': 2.6499999999999773, 'ATR': 4.75, 'Range': 2.65, 'Body': 1.2}, {'Datetime': '2023-07-12 13:15:00', 'Open': 392.1, 'High': 398.5, 'Low': 388.2, 'Close': 397.6, 'Adj Close': 397.6, 'previous_close': 392.4, 'tr1': 10.300000000000011, 'tr2': 6.100000000000023, 'tr3': 4.199999999999989, 'TR': 10.300000000000011, 'ATR': 5.14, 'Range': 10.3, 'Body': 5.5}, {'Datetime': '2023-07-12 15:15:00', 'Open': 397.5, 'High': 398.0, 'Low': 396.1, 'Close': 397.8, 'Adj Close': 397.8, 'previous_close': 397.6, 'tr1': 1.8999999999999773, 'tr2': 0.39999999999997726, 'tr3': 1.5, 'TR': 1.8999999999999773, 'ATR': 4.91, 'Range': 1.9, 'Body': 0.3}, {'Datetime': '2023-07-13 09:15:00', 'Open': 398.35, 'High': 424.95, 'Low': 397.8, 'Close': 419.9, 'Adj Close': 419.9, 'previous_close': 397.8, 'tr1': 27.149999999999977, 'tr2': 27.149999999999977, 'tr3': 0.0, 'TR': 27.149999999999977, 'ATR': 6.5, 'Range': 27.15, 'Body': 21.55}, {'Datetime': '2023-07-13 11:15:00', 'Open': 419.45, 'High': 422.9, 'Low': 415.65, 'Close': 422.0, 'Adj Close': 422.0, 'previous_close': 419.9, 'tr1': 7.25, 'tr2': 3.0, 'tr3': 4.25, 'TR': 7.25, 'ATR': 6.55, 'Range': 7.25, 'Body': 2.55}, {'Datetime': '2023-07-13 13:15:00', 'Open': 421.55, 'High': 425.75, 'Low': 404.2, 'Close': 409.95, 'Adj Close': 409.95, 'previous_close': 422.0, 'tr1': 21.55000000000001, 'tr2': 3.75, 'tr3': 17.80000000000001, 'TR': 21.55000000000001, 'ATR': 7.62, 'Range': 21.55, 'Body': 11.6}, {'Datetime': '2023-07-13 15:15:00', 'Open': 409.8, 'High': 410.0, 'Low': 407.35, 'Close': 409.5, 'Adj Close': 409.5, 'previous_close': 409.95, 'tr1': 2.6499999999999773, 'tr2': 0.05000000000001137, 'tr3': 2.599999999999966, 'TR': 2.6499999999999773, 'ATR': 7.27, 'Range': 2.65, 'Body': 0.3}, {'Datetime': '2023-07-14 09:15:00', 'Open': 412.6, 'High': 426.4, 'Low': 406.05, 'Close': 420.0, 'Adj Close': 420.0, 'previous_close': 409.5, 'tr1': 20.349999999999966, 'tr2': 16.899999999999977, 'tr3': 3.4499999999999886, 'TR': 20.349999999999966, 'ATR': 8.2, 'Range': 20.35, 'Body': 7.4}, {'Datetime': '2023-07-14 11:15:00', 'Open': 419.85, 'High': 422.85, 'Low': 417.2, 'Close': 422.0, 'Adj Close': 422.0, 'previous_close': 420.0, 'tr1': 5.650000000000034, 'tr2': 2.8500000000000227, 'tr3': 2.8000000000000114, 'TR': 5.650000000000034, 'ATR': 8.02, 'Range': 5.65, 'Body': 2.15}, {'Datetime': '2023-07-14 13:15:00', 'Open': 422.25, 'High': 427.0, 'Low': 421.5, 'Close': 426.6, 'Adj Close': 426.6, 'previous_close': 422.0, 'tr1': 5.5, 'tr2': 5.0, 'tr3': 0.5, 'TR': 5.5, 'ATR': 7.84, 'Range': 5.5, 'Body': 4.35}, {'Datetime': '2023-07-14 15:15:00', 'Open': 426.95, 'High': 429.2, 'Low': 425.9, 'Close': 427.0, 'Adj Close': 427.0, 'previous_close': 426.6, 'tr1': 3.3000000000000114, 'tr2': 2.599999999999966, 'tr3': 0.7000000000000455, 'TR': 3.3000000000000114, 'ATR': 7.52, 'Range': 3.3, 'Body': 0.05}, {'Datetime': '2023-07-17 09:15:00', 'Open': 430.55, 'High': 445.55, 'Low': 428.7, 'Close': 442.65, 'Adj Close': 442.65, 'previous_close': 427.0, 'tr1': 16.850000000000023, 'tr2': 18.55000000000001, 'tr3': 1.6999999999999886, 'TR': 18.55000000000001, 'ATR': 8.3, 'Range': 16.85, 'Body': 12.1}, {'Datetime': '2023-07-17 11:15:00', 'Open': 442.6, 'High': 445.5, 'Low': 439.2, 'Close': 441.45, 'Adj Close': 441.45, 'previous_close': 442.65, 'tr1': 6.300000000000011, 'tr2': 2.8500000000000227, 'tr3': 3.4499999999999886, 'TR': 6.300000000000011, 'ATR': 8.16, 'Range': 6.3, 'Body': 1.15}, {'Datetime': '2023-07-17 13:15:00', 'Open': 441.35, 'High': 445.0, 'Low': 436.6, 'Close': 438.0, 'Adj Close': 438.0, 'previous_close': 441.45, 'tr1': 8.399999999999977, 'tr2': 3.5500000000000114, 'tr3': 4.849999999999966, 'TR': 8.399999999999977, 'ATR': 8.18, 'Range': 8.4, 'Body': 3.35}, {'Datetime': '2023-07-17 15:15:00', 'Open': 438.0, 'High': 440.95, 'Low': 437.25, 'Close': 439.0, 'Adj Close': 439.0, 'previous_close': 438.0, 'tr1': 3.6999999999999886, 'tr2': 2.9499999999999886, 'tr3': 0.75, 'TR': 3.6999999999999886, 'ATR': 7.86, 'Range': 3.7, 'Body': 1.0}, {'Datetime': '2023-07-18 09:15:00', 'Open': 441.35, 'High': 442.8, 'Low': 430.05, 'Close': 431.9, 'Adj Close': 431.9, 'previous_close': 439.0, 'tr1': 12.75, 'tr2': 3.8000000000000114, 'tr3': 8.949999999999989, 'TR': 12.75, 'ATR': 8.21, 'Range': 12.75, 'Body': 9.45}, {'Datetime': '2023-07-18 11:15:00', 'Open': 431.7, 'High': 438.85, 'Low': 431.45, 'Close': 436.9, 'Adj Close': 436.9, 'previous_close': 431.9, 'tr1': 7.400000000000034, 'tr2': 6.9500000000000455, 'tr3': 0.44999999999998863, 'TR': 7.400000000000034, 'ATR': 8.15, 'Range': 7.4, 'Body': 5.2}, {'Datetime': '2023-07-18 13:15:00', 'Open': 436.5, 'High': 453.55, 'Low': 435.1, 'Close': 451.9, 'Adj Close': 451.9, 'previous_close': 436.9, 'tr1': 18.44999999999999, 'tr2': 16.650000000000034, 'tr3': 1.7999999999999545, 'TR': 18.44999999999999, 'ATR': 8.89, 'Range': 18.45, 'Body': 15.4}]"
INOXWIND,212.74,1877.6119402985073,2023-07-07 15:15:00,10.72,10.63,RBR,2h,"[{'Datetime': '2023-07-05 13:15:00', 'Open': 10.2, 'High': 10.37, 'Low': 10.14, 'Close': 10.33, 'Adj Close': 10.33, 'previous_close': 10.2, 'tr1': 0.22999999999999865, 'tr2': 0.16999999999999993, 'tr3': 0.05999999999999872, 'TR': 0.22999999999999865, 'ATR': 0.21, 'Range': 0.23, 'Body': 0.13}, {'Datetime': '2023-07-05 15:15:00', 'Open': 10.34, 'High': 10.59, 'Low': 10.31, 'Close': 10.55, 'Adj Close': 10.55, 'previous_close': 10.33, 'tr1': 0.27999999999999936, 'tr2': 0.2599999999999998, 'tr3': 0.019999999999999574, 'TR': 0.27999999999999936, 'ATR': 0.21, 'Range': 0.28, 'Body': 0.21}, {'Datetime': '2023-07-06 09:15:00', 'Open': 10.9, 'High': 11.05, 'Low': 10.69, 'Close': 10.86, 'Adj Close': 10.86, 'previous_close': 10.55, 'tr1': 0.3600000000000012, 'tr2': 0.5, 'tr3': 0.1399999999999988, 'TR': 0.5, 'ATR': 0.23, 'Range': 0.36, 'Body': 0.04}, {'Datetime': '2023-07-06 11:15:00', 'Open': 10.82, 'High': 10.89, 'Low': 10.7, 'Close': 10.7, 'Adj Close': 10.7, 'previous_close': 10.86, 'tr1': 0.19000000000000128, 'tr2': 0.030000000000001137, 'tr3': 0.16000000000000014, 'TR': 0.19000000000000128, 'ATR': 0.23, 'Range': 0.19, 'Body': 0.12}, {'Datetime': '2023-07-06 13:15:00', 'Open': 10.7, 'High': 10.81, 'Low': 10.62, 'Close': 10.75, 'Adj Close': 10.75, 'previous_close': 10.7, 'tr1': 0.19000000000000128, 'tr2': 0.11000000000000121, 'tr3': 0.08000000000000007, 'TR': 0.19000000000000128, 'ATR': 0.23, 'Range': 0.19, 'Body': 0.05}, {'Datetime': '2023-07-06 15:15:00', 'Open': 10.76, 'High': 10.88, 'Low': 10.7, 'Close': 10.77, 'Adj Close': 10.77, 'previous_close': 10.75, 'tr1': 0.1800000000000015, 'tr2': 0.13000000000000078, 'tr3': 0.05000000000000071, 'TR': 0.1800000000000015, 'ATR': 0.22, 'Range': 0.18, 'Body': 0.01}, {'Datetime': '2023-07-07 09:15:00', 'Open': 10.69, 'High': 10.79, 'Low': 10.38, 'Close': 10.49, 'Adj Close': 10.49, 'previous_close': 10.77, 'tr1': 0.40999999999999837, 'tr2': 0.019999999999999574, 'tr3': 0.3899999999999988, 'TR': 0.40999999999999837, 'ATR': 0.24, 'Range': 0.41, 'Body': 0.2}, {'Datetime': '2023-07-07 11:15:00', 'Open': 10.49, 'High': 10.54, 'Low': 10.4, 'Close': 10.44, 'Adj Close': 10.44, 'previous_close': 10.49, 'tr1': 0.1399999999999988, 'tr2': 0.049999999999998934, 'tr3': 0.08999999999999986, 'TR': 0.1399999999999988, 'ATR': 0.23, 'Range': 0.14, 'Body': 0.05}, {'Datetime': '2023-07-07 13:15:00', 'Open': 10.45, 'High': 10.74, 'Low': 10.44, 'Close': 10.71, 'Adj Close': 10.71, 'previous_close': 10.44, 'tr1': 0.3000000000000007, 'tr2': 0.3000000000000007, 'tr3': 0.0, 'TR': 0.3000000000000007, 'ATR': 0.23, 'Range': 0.3, 'Body': 0.26}, {'Datetime': '2023-07-07 15:15:00', 'Open': 10.72, 'High': 10.72, 'Low': 10.63, 'Close': 10.68, 'Adj Close': 10.68, 'previous_close': 10.71, 'tr1': 0.08999999999999986, 'tr2': 0.009999999999999787, 'tr3': 0.08000000000000007, 'TR': 0.08999999999999986, 'ATR': 0.22, 'Range': 0.09, 'Body': 0.04}, {'Datetime': '2023-07-10 09:15:00', 'Open': 10.76, 'High': 11.38, 'Low': 10.76, 'Close': 11.23, 'Adj Close': 11.23, 'previous_close': 10.68, 'tr1': 0.620000000000001, 'tr2': 0.7000000000000011, 'tr3': 0.08000000000000007, 'TR': 0.7000000000000011, 'ATR': 0.26, 'Range': 0.62, 'Body': 0.47}, {'Datetime': '2023-07-10 11:15:00', 'Open': 11.27, 'High': 11.49, 'Low': 11.02, 'Close': 11.4, 'Adj Close': 11.4, 'previous_close': 11.23, 'tr1': 0.47000000000000064, 'tr2': 0.2599999999999998, 'tr3': 0.21000000000000085, 'TR': 0.47000000000000064, 'ATR': 0.27, 'Range': 0.47, 'Body': 0.13}, {'Datetime': '2023-07-10 13:15:00', 'Open': 11.42, 'High': 12.43, 'Low': 11.41, 'Close': 12.43, 'Adj Close': 12.43, 'previous_close': 11.4, 'tr1': 1.0199999999999996, 'tr2': 1.0299999999999994, 'tr3': 0.009999999999999787, 'TR': 1.0299999999999994, 'ATR': 0.33, 'Range': 1.02, 'Body': 1.01}, {'Datetime': '2023-07-10 15:15:00', 'Open': 12.41, 'High': 12.66, 'Low': 12.19, 'Close': 12.21, 'Adj Close': 12.21, 'previous_close': 12.43, 'tr1': 0.47000000000000064, 'tr2': 0.23000000000000043, 'tr3': 0.2400000000000002, 'TR': 0.47000000000000064, 'ATR': 0.34, 'Range': 0.47, 'Body': 0.2}, {'Datetime': '2023-07-11 09:15:00', 'Open': 12.12, 'High': 12.17, 'Low': 11.91, 'Close': 12.0, 'Adj Close': 12.0, 'previous_close': 12.21, 'tr1': 0.2599999999999998, 'tr2': 0.040000000000000924, 'tr3': 0.3000000000000007, 'TR': 0.3000000000000007, 'ATR': 0.33, 'Range': 0.26, 'Body': 0.12}, {'Datetime': '2023-07-11 11:15:00', 'Open': 12.0, 'High': 12.06, 'Low': 11.95, 'Close': 12.03, 'Adj Close': 12.03, 'previous_close': 12.0, 'tr1': 0.11000000000000121, 'tr2': 0.0600000000000005, 'tr3': 0.05000000000000071, 'TR': 0.11000000000000121, 'ATR': 0.32, 'Range': 0.11, 'Body': 0.03}, {'Datetime': '2023-07-11 13:15:00', 'Open': 12.02, 'High': 12.06, 'Low': 11.76, 'Close': 11.77, 'Adj Close': 11.77, 'previous_close': 12.03, 'tr1': 0.3000000000000007, 'tr2': 0.030000000000001137, 'tr3': 0.2699999999999996, 'TR': 0.3000000000000007, 'ATR': 0.32, 'Range': 0.3, 'Body': 0.25}, {'Datetime': '2023-07-11 15:15:00', 'Open': 11.77, 'High': 11.91, 'Low': 11.73, 'Close': 11.86, 'Adj Close': 11.86, 'previous_close': 11.77, 'tr1': 0.17999999999999972, 'tr2': 0.14000000000000057, 'tr3': 0.03999999999999915, 'TR': 0.17999999999999972, 'ATR': 0.31, 'Range': 0.18, 'Body': 0.09}, {'Datetime': '2023-07-12 09:15:00', 'Open': 11.92, 'High': 12.31, 'Low': 11.88, 'Close': 12.18, 'Adj Close': 12.18, 'previous_close': 11.86, 'tr1': 0.4299999999999997, 'tr2': 0.45000000000000107, 'tr3': 0.02000000000000135, 'TR': 0.45000000000000107, 'ATR': 0.32, 'Range': 0.43, 'Body': 0.26}, {'Datetime': '2023-07-12 11:15:00', 'Open': 12.16, 'High': 12.2, 'Low': 11.89, 'Close': 12.04, 'Adj Close': 12.04, 'previous_close': 12.18, 'tr1': 0.3099999999999987, 'tr2': 0.019999999999999574, 'tr3': 0.28999999999999915, 'TR': 0.3099999999999987, 'ATR': 0.32, 'Range': 0.31, 'Body': 0.12}, {'Datetime': '2023-07-12 13:15:00', 'Open': 12.04, 'High': 12.24, 'Low': 11.95, 'Close': 12.06, 'Adj Close': 12.06, 'previous_close': 12.04, 'tr1': 0.2900000000000009, 'tr2': 0.20000000000000107, 'tr3': 0.08999999999999986, 'TR': 0.2900000000000009, 'ATR': 0.32, 'Range': 0.29, 'Body': 0.02}, {'Datetime': '2023-07-12 15:15:00', 'Open': 12.06, 'High': 12.12, 'Low': 12.04, 'Close': 12.09, 'Adj Close': 12.09, 'previous_close': 12.06, 'tr1': 0.08000000000000007, 'tr2': 0.05999999999999872, 'tr3': 0.02000000000000135, 'TR': 0.08000000000000007, 'ATR': 0.3, 'Range': 0.08, 'Body': 0.03}, {'Datetime': '2023-07-13 09:15:00', 'Open': 12.19, 'High': 12.38, 'Low': 12.01, 'Close': 12.1, 'Adj Close': 12.1, 'previous_close': 12.09, 'tr1': 0.370000000000001, 'tr2': 0.2900000000000009, 'tr3': 0.08000000000000007, 'TR': 0.370000000000001, 'ATR': 0.3, 'Range': 0.37, 'Body': 0.09}, {'Datetime': '2023-07-13 11:15:00', 'Open': 12.09, 'High': 12.18, 'Low': 11.78, 'Close': 11.87, 'Adj Close': 11.87, 'previous_close': 12.1, 'tr1': 0.40000000000000036, 'tr2': 0.08000000000000007, 'tr3': 0.3200000000000003, 'TR': 0.40000000000000036, 'ATR': 0.31, 'Range': 0.4, 'Body': 0.22}, {'Datetime': '2023-07-13 13:15:00', 'Open': 11.87, 'High': 11.91, 'Low': 11.47, 'Close': 11.63, 'Adj Close': 11.63, 'previous_close': 11.87, 'tr1': 0.4399999999999995, 'tr2': 0.040000000000000924, 'tr3': 0.3999999999999986, 'TR': 0.4399999999999995, 'ATR': 0.32, 'Range': 0.44, 'Body': 0.24}]"
